,name,text
822,T1 (Snapdragon 680),"GSM / HSPA / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 HSDPA 850 / 900 / 2100 1, 3, 5, 8, 38, 40, 41 HSPA, LTE-A 2022, May 04 Available. Released 2022, May 20 160.8 x 73.8 x 8.4 mm (6.33 x 2.91 x 0.33 in) 182 g (6.42 oz) Glass front, plastic frame, plastic back Dual SIM (Nano-SIM, dual stand-by) AMOLED 6.44 inches, 100.1 cm2 (~84.4% screen-to-body ratio) 1080 x 2400 pixels, 20:9 ratio (~409 ppi density) Android 12, Funtouch 12 Qualcomm SM6225 Snapdragon 680 4G (6 nm) Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver) Adreno 610 microSDXC (dedicated slot) 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM 50 MP, f/1.8, (wide), 1/2.76"", 0.64µm, PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth) LED flash, HDR, panorama 1080p@30fps, gyro-EIS 16 MP, f/2.0, (wide) 1080p@30fps Yes Yes 24-bit/192kHz audio Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct 5.0, A2DP, LE GPS, GLONASS, GALILEO, BDS, QZSS No FM radio USB Type-C 2.0, OTG Fingerprint (under display, optical), accelerometer, gyro, proximity, compass Li-Po 5000 mAh, non-removable 44W wired, 1-50% in 28 min (advertised) Midnight Galaxy, Starry Sky, Ice Dawn V2153 About 190 EUR "
823,T1x 4G,"GSM / HSPA / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 HSDPA 850 / 900 / 2100 1, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41 HSPA, LTE 2022, April 26 Available. Released 2022, April 26 164.3 x 76.1 x 8 mm (6.47 x 3.00 x 0.31 in) 182 g (6.42 oz) Glass front, plastic frame, plastic back Dual SIM (Nano-SIM, dual stand-by) IPS LCD, 90Hz 6.58 inches, 104.3 cm2 (~83.4% screen-to-body ratio) 1080 x 2408 pixels, 20:9 ratio (~401 ppi density) Android, Funtouch 12 Qualcomm SM6225 Snapdragon 680 4G (6 nm) Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver) Adreno 610 microSDXC (dedicated slot) 64GB 4GB RAM, 128GB 8GB RAM 50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)
2 MP, f/2.4, (macro) LED flash, HDR 1080p@30fps 8 MP, f/1.8, (wide) 1080p@30fps Yes Yes Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot 5.0, A2DP, LE GPS, GLONASS, GALILEO, BDS, QZSS No FM radio USB Type-C, OTG Fingerprint (side-mounted), accelerometer, proximity, compass Li-Po 5000 mAh, non-removable 18W wired Gravity Black, Space Blue V2143 About 150 EUR "
824,S15e,"GSM / CDMA / HSPA / CDMA2000 / LTE / 5G GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 CDMA 800 HSDPA 850 / 900 / 1700(AWS) / 2100 CDMA2000 1x 1, 3, 4, 5, 8, 28, 34, 38, 39, 40, 41 1, 5, 8, 28, 41, 77, 78 SA/NSA HSPA, LTE-A, 5G 2022, April 25 Available. Released 2022, April 30 159.7 x 73.6 x 8.5 mm (6.29 x 2.90 x 0.33 in) 190 g (6.70 oz) Dual SIM (Nano-SIM, dual stand-by) AMOLED, 90Hz, HDR10+ 6.44 inches, 100.0 cm2 (~85.1% screen-to-body ratio) 1080 x 2404 pixels, 20:9 ratio (~409 ppi density) Android 11, OriginOS Ocean Exynos 1080 (5 nm) Octa-core (1x2.8 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55) Mali-G78 MP10 No 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM UFS 3.1 50 MP, f/1.8, 26mm (wide), PDAF
8 MP, f/2.2, (ultrawide)
2 MP, f/2.4, (macro) LED flash, HDR, panorama 4K@30fps, 1080p@30fps, gyro-EIS 16 MP, f/2.0, (wide) 1080p@30fps Yes No 24-bit/192kHz audio Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct 5.2, A2DP, LE, aptX HD GPS, GLONASS, GALILEO, BDS, QZSS Yes No USB Type-C, OTG Fingerprint (under display, optical), accelerometer, gyro, proximity, compass Li-Po 4700 mAh, non-removable 66W wired, 50% in 18 min (advertised) Black, Blue, Silver/Pink V2190A About 300 EUR "
825,X Note,"GSM / CDMA / HSPA / CDMA2000 / LTE / 5G GSM 850 / 900 / 1800 / 1900 CDMA 800 / 1900 HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 CDMA2000 1x 1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 32, 34, 38, 39, 40, 41, 42, 48, 66 1, 2, 3, 5, 7, 8, 12, 20, 28, 38, 40, 41, 66, 77, 78, 79 SA/NSA HSPA, LTE-A, 5G 2022, April 11 Available. Released 2022, April 15 168.8 x 80.3 x 8.4 mm (6.65 x 3.16 x 0.33 in) 216 / 221 g (7.62 oz) Nano-SIM IP68 dust/water resistant (up to 1.5m for 30 min) LTPO AMOLED, 120Hz, HDR10+ 7.0 inches, 121.3 cm2 (~89.5% screen-to-body ratio) 1440 x 3080 pixels (~486 ppi density) Android 12, OriginOS Ocean Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm) Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510) Adreno 730 No 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM UFS 3.1 50 MP, f/1.6, (wide), 1/1.31"", 1.2µm, PDAF, Laser AF, OIS
8 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom
12 MP, f/2.0, 47mm (telephoto), 1/2.93"", 1.2µm, PDAF, 2x optical zoom
48 MP, f/2.2, 14mm, 114˚ (ultrawide), 1/2.0"", 0.8µm Zeiss optics, Zeiss T* lens coating, Dual-LED flash, panorama 8K@30fps, 4K@30/60fps, 1080p@30/60fps, gyro-EIS 16 MP, f/2.5, (wide) HDR 1080p@30fps Yes, with stereo speakers No 24-bit/192kHz audio Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct 5.2, A2DP, LE, aptX HD GPS, GLONASS, BDS, GALILEO, QZSS, NavIC Yes Yes No USB Type-C, OTG Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer Li-Po 5000 mAh, non-removable 80W wired, 100% in 32 min (advertised)
50W wireless
10W reverse wireless Black, Blue, Gray V2170A About 870 EUR "
826,X Fold,"GSM / CDMA / HSPA / CDMA2000 / LTE / 5G GSM 850 / 900 / 1800 / 1900 CDMA 800 / 1900 HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 CDMA2000 1x 1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 32, 66 1, 2, 3, 5, 7, 8, 12, 20, 28, 38, 40, 41, 66, 77, 78, 79 SA/NSA HSPA, LTE-A, 5G 2022, April 11 Available. Released 2022, April 22 Unfolded: 162 x 144.9 x 6.3 mm Folded: 162 x 74.5 x 14.6 mm 311 g (10.97 oz) Nano-SIM Foldable LTPO AMOLED, 120Hz, HDR10+ 8.03 inches, 206.5 cm2 (~88.0% screen-to-body ratio) 1916 x 2160 pixels (~360 ppi density) Cover display:
AMOLED, 120Hz, 6.53 inches, 1080 x 2520 pixels, 21:9 ratio Android 12, OriginOS Ocean Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm) Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510) Adreno 730 No 256GB 12GB RAM, 512GB 12GB RAM UFS 3.1 50 MP, f/1.8, (wide), 1/1.57"", 1.0µm, Dual Pixel PDAF, Laser AF, OIS
8 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom
12 MP, f/2.0, 47mm (telephoto), PDAF, 2x optical zoom
48 MP, f/2.2, 14mm, 114˚ (ultrawide) Zeiss optics, Zeiss T* lens coating, Dual-LED flash, panorama 8K@30fps, 4K@30/60fps, 1080p@30/60fps, gyro-EIS 16 MP, f/2.5, (wide)
Cover camera:
16 MP, f/2.5, (wide) HDR 1080p@30fps Yes, with stereo speakers No 24-bit/192kHz audio Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct 5.2, A2DP, LE, aptX HD GPS, GLONASS, BDS, GALILEO, QZSS, NavIC Yes No USB Type-C 3.2, OTG Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer Li-Po 4600 mAh, non-removable 66W wired, 100% in 37 min (advertised)
50W wireless
10W reverse wireless Black, Blue V2178A About 1300 EUR "
827,iQOO Z6,"GSM / HSPA / LTE / 5G GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 HSDPA 850 / 900 / 2100 1, 3, 5, 8, 38, 40, 41 77, 78 SA/NSA HSPA, LTE-A, 5G 2022, March 16 Available. Released 2022, March 22 164 x 75.8 x 8.3 mm (6.46 x 2.98 x 0.33 in) 185 g (6.53 oz) Glass front, plastic frame, plastic back Hybrid Dual SIM (Nano-SIM, dual stand-by) IPS LCD, 120Hz 6.58 inches, 104.3 cm2 (~83.9% screen-to-body ratio) 1080 x 2408 pixels, 20:9 ratio (~401 ppi density) Android 12, Funtouch 12 Qualcomm SM6375 Snapdragon 695 5G (6 nm) Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver) Adreno 619 microSDXC (uses shared SIM slot) 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM 50 MP, f/1.8, 26mm (wide), PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth) Dual-LED flash, HDR, panorama 1080p@30fps 16 MP, f/2.0, (wide) 1080p@30fps Yes Yes Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct 5.1, A2DP, LE GPS, GLONASS No FM radio USB Type-C 2.0, OTG Fingerprint (side-mounted), accelerometer, gyro, proximity, compass Li-Po 5000 mAh, non-removable 18W wired Dynamo Black, Chromatic Blue I2127 About 190 EUR "
828,iQOO 9,"GSM / HSPA / LTE / 5G GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41 1, 3, 5, 8, 28, 41, 77, 78 SA/NSA HSPA, LTE-A, 5G 2022, February 23 Available. Released 2022, March 02 159.1 x 75.1 x 8.6 or 8.7 mm 200 g / 202 g (7.05 oz) Glass front (Panda Glass), aluminum frame, glass back Dual SIM (Nano-SIM, dual stand-by) Splash and dust resistant AMOLED, 1B colors, 120Hz, HDR10+, 1200 nits (peak) 6.56 inches, 104.6 cm2 (~87.5% screen-to-body ratio) 1080 x 2376 pixels (~398 ppi density) Panda Glass Monster Touch support Android 12, Funtouch 12 Qualcomm SM8350 Snapdragon 888+ 5G (5 nm) Octa-core (1x2.99 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55) Adreno 660 No 128GB 8GB RAM, 256GB 12GB RAM UFS 3.1 48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8µm, PDAF, gimbal OIS
13 MP, f/2.5, 50mm (telephoto), PDAF, 2x optical zoom
13 MP, f/2.2, 16mm, 120˚ (ultrawide) Dual-LED dual-tone flash, HDR, panorama 4K@24/30/60fps, 1080p@30/60fps 16 MP, f/2.5, (wide), 1/3.1"", 1.0µm HDR 1080p@30fps Yes, with stereo speakers No 24-bit/192kHz audio Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct 5.2, A2DP, LE GPS, GLONASS Yes No USB Type-C 2.0, OTG Fingerprint (under display, optical), accelerometer, gyro, proximity, compass Li-Po 4350 mAh, non-removable 120W wired, 50% in 6 min, 100% in 18 min (advertised) Legend, Alpha, Phoenix Orange About 510 EUR AnTuTu: 745168 (v8), 852898 (v9)
GeekBench: 3503 (v5.1)
GFXBench: 65fps (ES 3.1 onscreen) Contrast ratio: Infinite (nominal) Photo / Video -25.5 LUFS (Very good) Endurance rating 105h "
829,Y21t (India),"GSM / HSPA / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 HSDPA 850 / 900 / 2100 1, 3, 5, 8, 38, 40, 41 HSPA, LTE 2022, January 03 Available. Released 2022, January 03 164.3 x 76.1 x 8 mm (6.47 x 3.00 x 0.31 in) 182 g (6.42 oz) Glass front, plastic frame, plastic back Dual SIM (Nano-SIM, dual stand-by) IPS LCD, 90Hz 6.58 inches, 104.3 cm2 (~83.4% screen-to-body ratio) 1080 x 2408 pixels, 20:9 ratio (~401 ppi density) Android 11, Funtouch 12 Qualcomm SM6225 Snapdragon 680 4G (6 nm) Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver) Adreno 610 microSDXC (dedicated slot) 128GB 4GB RAM 50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth) LED flash 1080p@30fps 8 MP, f/1.8, (wide) HDR 1080p@30fps Yes Yes Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct 5.0, A2DP, LE GPS, GLONASS, GALILEO, BDS No FM radio USB Type-C 2.0, OTG Fingerprint (side-mounted), accelerometer, proximity, compass Li-Po 5000 mAh, non-removable 18W wired
2.5W reverse wired Midnight Blue, Pearl White ₹ 12,685 "
830,T1,"GSM / CDMA / HSPA / CDMA2000 / LTE / 5G GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 CDMA 800 HSDPA 850 / 900 / 2100 CDMA2000 1x 1, 3, 5, 8, 28, 34, 38, 39, 40, 41 1, 5, 8, 28, 41, 77, 78 SA/NSA HSPA, LTE-A, 5G 2021, October 20 Available. Released 2021, November 01 164.7 x 76.7 x 8.5 mm (6.48 x 3.02 x 0.33 in) 193 g (6.81 oz) Glass front, plastic frame, plastic back Dual SIM (Nano-SIM, dual stand-by) IPS LCD, 120Hz, HDR10, 650 nits (typ) 6.67 inches, 107.4 cm2 (~85.0% screen-to-body ratio) 1080 x 2400 pixels, 20:9 ratio (~395 ppi density) Android 11, OriginOS Qualcomm SM7325 Snapdragon 778G 5G (6 nm) Octa-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55) Adreno 642L No 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM UFS 3.1 64 MP, f/1.8, 26mm (wide), 1/1.97"", 0.7µm, PDAF
8 MP, f/2.2, 120˚, 16mm (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro) LED flash, HDR, panorama 4K@30/60fps, 1080p@30/60fps, gyro-EIS 16 MP, f/2.5, (wide) HDR 1080p@30fps Yes Yes Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct 5.2, A2DP, LE, aptX HD, aptX Adaptive GPS, GLONASS, GALILEO, BDS No No USB Type-C, OTG Fingerprint (side-mounted), accelerometer, gyro, proximity, compass Li-Po 5000 mAh, non-removable 44W wired, 70% in 38 min (advertised) Black, Aurora About 300 EUR "
831,Y21s,"GSM / HSPA / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 HSDPA 850 / 900 / 2100 1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41, 66 1, 3, 5, 8, 40 HSPA, LTE 2021, September 21 Available. Released 2021, September 21 164.3 x 76.1 x 8 mm (6.47 x 3.00 x 0.31 in) 182 g (6.42 oz) Dual SIM (Nano-SIM, dual stand-by) IPS LCD 6.51 inches, 102.3 cm2 (~81.8% screen-to-body ratio) 720 x 1600 pixels, 20:9 ratio (~270 ppi density) Android 11, Funtouch 11.1 Mediatek MT6769V/CU Helio G80 (12 nm) Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55) Mali-G52 MC2 microSDXC (dedicated slot) 128GB 4GB RAM, 128GB 6GB RAM 50 MP, f/1.8, 24mm (wide), PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth) LED flash 1080p@30fps 8 MP, f/2.0, (wide) HDR 1080p@30fps Yes Yes Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct 5.0, A2DP, LE GPS, GLONASS, GALILEO, BDS Yes (market/region dependent) FM radio USB Type-C 2.0, OTG Fingerprint (side-mounted), accelerometer, proximity, compass Li-Po 5000 mAh, non-removable 18W wired
2.5W reverse wired Midnight Blue, Pearl White V2110 0.83 W/kg (head)     1.09 W/kg (body) "
832,Y21,"GSM / HSPA / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 HSDPA 850 / 900 / 2100 1, 3, 5, 8, 38, 40, 41 HSPA, LTE 2021, August 20 Available. Released 2021, August 20 164.3 x 76.1 x 8 mm (6.47 x 3.00 x 0.31 in) 182 g (6.42 oz) Glass front, plastic frame, plastic back Dual SIM (Nano-SIM, dual stand-by) IPS LCD 6.51 inches, 102.3 cm2 (~81.8% screen-to-body ratio) 720 x 1600 pixels, 20:9 ratio (~270 ppi density) Android 11, Funtouch 11.1 Mediatek MT6765 Helio P35 (12nm) Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53) PowerVR GE8320 microSDXC (dedicated slot) 64GB 4GB RAM, 128GB 4GB RAM 13 MP, f/2.2, (wide), PDAF
2 MP, f/2.4, (macro) LED flash 1080p@30fps 8 MP, f/2.0, (wide) 1080p@30fps Yes Yes Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct 5.0, A2DP, LE GPS, GLONASS, GALILEO, BDS No FM radio USB Type-C 2.0, OTG Fingerprint (side-mounted), accelerometer, gyro, proximity, compass Li-Po 5000 mAh, non-removable 18W wired Diamond Glow, Midnight Blue V2111 ₹ 7,950 "
833,Y72 5G,"GSM / HSPA / LTE / 5G GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 28, 38, 39, 40, 41 1, 28, 41, 78 SA/NSA HSPA, LTE-A, 5G 2021, March 22 Available. Released 2021, March 31 164 x 75.3 x 8.5 mm (6.46 x 2.96 x 0.33 in) 193 g (6.81 oz) Hybrid Dual SIM (Nano-SIM, dual stand-by) IPS LCD 6.58 inches, 104.3 cm2 (~84.5% screen-to-body ratio) 1080 x 2408 pixels, 20:9 ratio (~401 ppi density) Android 11, Funtouch 11.1 Mediatek MT6833 Dimensity 700 (7 nm) Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55) Mali-G57 MC2 microSDXC (uses shared SIM slot) 128GB 6GB RAM, 128GB 8GB RAM 64 MP, f/1.8, 26mm (wide), 1/1.7X"", 0.8µm, PDAF
8 MP, f/2.2, 120˚, 16mm (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro) LED flash, HDR, panorama 4K@30fps, 1080p@30fps, gyro-EIS 16 MP, f/2.0, (wide) HDR 1080p@30fps Yes Yes Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct 5.1, A2DP, LE GPS, GLONASS, GALILEO, BDS No No USB Type-C, OTG Fingerprint (side-mounted), accelerometer, gyro, proximity, compass Li-Po 5000 mAh, non-removable 18W wired Graphite Black, Dream Glow V2041 About 270 EUR "
834,Y31,"GSM / HSPA / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 HSDPA 850 / 900 / 2100 1, 3, 5, 8, 38, 40, 41 HSPA, LTE-A 2021, January 20 Available. Released 2021, January 20 163.9 x 75.3 x 8.4 mm (6.45 x 2.96 x 0.33 in) 188 g (6.63 oz) Dual SIM (Nano-SIM, dual stand-by) IPS LCD 6.58 inches, 104.3 cm2 (~84.5% screen-to-body ratio) 1080 x 2408 pixels, 20:9 ratio (~401 ppi density) Android 11, Funtouch 11 Qualcomm SM6115 Snapdragon 662 (11 nm) Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver) Adreno 610 microSDXC (dedicated slot) 64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM 48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth) LED flash, HDR, panorama 4K@30fps, 1080p@30fps, gyro-EIS 16 MP, f/2.0, (wide), 1/3.06"" 1.0µm HDR 1080p@30fps Yes Yes Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct 5.0, A2DP, LE GPS, GLONASS, GALILEO, BDS No FM radio USB Type-C 2.0, OTG Fingerprint (side-mounted), accelerometer, gyro, proximity, compass Li-Po 5000 mAh, non-removable 18W wired, 70% in 67 min (advertised) Racing Black, Ocean Blue V2036, V2036_21 About 190 EUR "
835,iQOO U3,"GSM / CDMA / HSPA / LTE / 5G GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 CDMA 800 HSDPA 850 / 900 / 1700(AWS) / 2100 1, 3, 4, 5, 8, 28, 34, 38, 39, 40, 41 1, 28, 41, 77, 78 SA/NSA HSPA, LTE-A, 5G 2020, December 14 Available. Released 2020, December 18 164.2 x 75.4 x 8.4 mm (6.46 x 2.97 x 0.33 in) 185.5 g (6.56 oz) Dual SIM (Nano-SIM, dual stand-by) IPS LCD, 90Hz, HDR10, 460 nits (typ) 6.58 inches, 104.3 cm2 (~84.2% screen-to-body ratio) 1080 x 2408 pixels, 20:9 ratio (~401 ppi density) Android 10, IQOO UI 1.5 Mediatek MT6853 Dimensity 800U (7 nm) Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55) Mali-G57 MC3 No 64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM UFS 2.2 48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8µm, PDAF
2 MP, f/2.4, (depth) LED flash, HDR, panorama 4K@30fps, 1080p@30fps 8 MP, f/2.0, (wide) HDR 1080p@30fps Yes Yes Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct 5.1, A2DP, LE, aptX HD GPS, GLONASS, BDS, GALILEO No No USB Type-C 2.0, OTG Fingerprint (side-mounted), accelerometer, gyro, proximity, compass Li-Po 5000 mAh, non-removable 18W wired White, Gray, Aurora V2061A About 200 EUR "
836,Y52s,"GSM / CDMA / HSPA / LTE / 5G GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 CDMA 800 HSDPA 850 / 900 / 1700(AWS) / 2100 1, 3, 4, 5, 8, 28, 34, 38, 39, 40, 41 1, 28, 41, 77, 78 SA/NSA HSPA, LTE-A, 5G 2020, December 07 Available. Released 2020, December 12 164.2 x 75.4 x 8.4 mm (6.46 x 2.97 x 0.33 in) 185.5 g (6.56 oz) Dual SIM (Nano-SIM, dual stand-by) IPS LCD, 90Hz, HDR10, 460 nits (typ) 6.58 inches, 104.3 cm2 (~84.2% screen-to-body ratio) 1080 x 2408 pixels, 20:9 ratio (~401 ppi density) Android 10, Funtouch 10.5 Mediatek MT6853V Dimensity 720 (7 nm) Octa-core (2x2.0 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55) Mali-G57 MC3 No 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM UFS 2.1 48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8µm, PDAF
2 MP, f/2.4, (depth) LED flash, HDR, panorama 4K@30fps, 1080p@30fps 8 MP, f/2.0, (wide) HDR 1080p@30fps Yes Yes Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct 5.1, A2DP, LE, aptX HD GPS, GLONASS, BDS, GALILEO No No USB Type-C 2.0, OTG Fingerprint (side-mounted), accelerometer, proximity, compass Li-Po 5000 mAh, non-removable 18W wired Gray Coral, Aurora V2057A About 200 EUR "
837,Y51a,"GSM / HSPA / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 HSDPA 850 / 900 / 2100 1, 3, 5, 8, 40 HSPA, LTE-A 2021, January 08 Available. Released 2021, January 23 163.9 x 75.3 x 8.4 mm (6.45 x 2.96 x 0.33 in) 188 g (6.63 oz) Dual SIM (Nano-SIM, dual stand-by) IPS LCD 6.58 inches, 104.3 cm2 (~84.5% screen-to-body ratio) 1080 x 2408 pixels, 20:9 ratio (~401 ppi density) Android 11, upgradable to Android 12, Funtouch 12 Qualcomm SM6115 Snapdragon 662 (11 nm) Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver) Adreno 610 microSDXC (dedicated slot) 128GB 6GB RAM, 128GB 8GB RAM 48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 120˚, (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro) LED flash, HDR, panorama 4K@30fps, 1080p@30fps, gyro-EIS 16 MP, f/2.0, (wide), 1/3.06"" 1.0µm HDR 1080p@30fps Yes Yes Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct 5.0, A2DP, LE GPS, GLONASS, GALILEO, BDS No FM radio USB Type-C 2.0, OTG Fingerprint (side-mounted), accelerometer, gyro, proximity, compass Li-Po 5000 mAh, non-removable 18W wired, 70% in 67 min (advertised) Titanium Sapphire, Crystal Symphony V2031 0.87 W/kg (head)     0.39 W/kg (body) About 200 EUR "
838,X51 5G,"GSM / CDMA / HSPA / LTE / 5G GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 CDMA 800 HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 38, 39, 40, 41, 66 1, 3, 7, 8, 28, 38, 41, 77, 78 SA/NSA HSPA, LTE-A, 5G 2020, October 21 Available. Released 2020, October 23 158.5 x 72.8 x 8 mm (6.24 x 2.87 x 0.31 in) 181.5 g (6.42 oz) Glass front, glass back, aluminum frame Dual SIM (Nano-SIM, dual stand-by) AMOLED, 90Hz, HDR10+ 6.56 inches, 104.6 cm2 (~90.6% screen-to-body ratio) 1080 x 2376 pixels (~398 ppi density) Android 10, Funtouch 10.0 Qualcomm SM7250 Snapdragon 765G 5G (7 nm) Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver) Adreno 620 No 256GB 8GB RAM UFS 2.1 48 MP, f/1.6, (wide), PDAF, Laser AF, gimbal OIS
8 MP, f/3.4, 135mm (periscope telephoto), 1/4.0"", PDAF, OIS, 5x optical zoom
13 MP, f/2.5, 50mm (telephoto), 1/2.8"", 0.8µm, PDAF, 2x optical zoom
8 MP, f/2.2, 120˚, 16mm (ultrawide), 1/4.0"", 1.12µm Dual-LED dual-tone flash, HDR, panorama 4K@30fps, 1080p@30fps, gyro-EIS 32 MP, f/2.5, 26mm (wide), 1/2.8"", 0.8µm HDR 1080p@30fps Yes No 32-bit/192kHz audio Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct 5.1, A2DP, LE, aptX HD GPS, GLONASS, GALILEO, BDS Yes No USB Type-C 2.0, OTG Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum Li-Po 4315 mAh, non-removable 33W wired, 57% in 30 min (advertised) Gray XE710 $ 763.31 / £ 799.00 "
